itemCollection_Mechs_Starting_2,,,
mechdef_commando_COM-1B,Mech,1,1
mechdef_commando_COM-2D,Mech,1,1
mechdef_jenner_JR7-D,Mech,1,1
mechdef_panther_PNT-9R,Mech,1,1
mechdef_adder_ADR-A,Mech,1,1
mechdef_adder_ADR-B,Mech,1,1
mechdef_adder_ADR-C,Mech,1,1
mechdef_adder_ADR-D,Mech,1,1
mechdef_adder_ADR-Prime,Mech,1,1
mechdef_anubis_ABS-3L,Mech,1,1
mechdef_anubis_ABS-3T,Mech,1,1
mechdef_cephalus_CEP-D,Mech,1,1
mechdef_cephalus_CEP-E,Mech,1,1
mechdef_firebee_FRB-2E,Mech,1,1
mechdef_firemoth_FM-B,Mech,1,1
mechdef_firemoth_FM-D,Mech,1,1
mechdef_firemoth_FM-PRIME,Mech,1,1
mechdef_hornet_HNT-151,Mech,1,1
mechdef_jenner_JR7-IIC-A,Mech,1,1
mechdef_jenner_JR7-IIC,Mech,1,1
mechdef_kitfox_A,Mech,1,1
mechdef_kitfox_B,Mech,1,1
mechdef_kitfox_D,Mech,1,1
mechdef_kitfox_PRIME,Mech,1,1
mechdef_locust_LCT-IIC,Mech,1,1
mechdef_mistlynx_MLX-B,Mech,1,1
mechdef_mistlynx_MLX-C,Mech,1,1
mechdef_mistlynx_MLX-G,Mech,1,1
mechdef_mistlynx_MLX-PRIME,Mech,1,1
mechdef_mongoose_MON-66,Mech,1,1
mechdef_mongoose_MON-66b,Mech,1,1
mechdef_osiris_OSR-3D,Mech,1,1
mechdef_osiris_OSR-4D,Mech,1,1
mechdef_owens_OW-1,Mech,1,1
mechdef_piranha_PIR-1,Mech,1,1
mechdef_piranha_PIR-2,Mech,1,1
mechdef_piranha_PIR-CIPHER,Mech,1,1
mechdef_stinger_STG-3G,Mech,1,1
mechdef_stinger_STG-3Gb,Mech,1,1
mechdef_stinger_STG-3R,Mech,1,1
mechdef_toro_TR-A-6,Mech,1,1
mechdef_urbanmech_UM-R60C,Mech,1,1
mechdef_urbanmech_UM-R60X,Mech,1,1
mechdef_urbanmech_UM-RM,Mech,1,1
mechdef_valiant_V4-LNT-K7,Mech,1,1
mechdef_valkyrie_VLK-QA,Mech,1,1
mechdef_viper_A,Mech,1,1
mechdef_viper_B,Mech,1,1
mechdef_viper_C,Mech,1,1
mechdef_viper_D,Mech,1,1
mechdef_viper_PRIME,Mech,1,1
mechdef_wasp_WSP-1A,Mech,1,1
mechdef_wasp_WSP-1D,Mech,1,1
mechdef_wasp_WSP-1K,Mech,1,1
mechdef_wolfhound_WLF-1,Mech,1,1
mechdef_wolfhound_WLF-1A,Mech,1,1
mechdef_wolfhound_WLF-2,Mech,1,1
mechdef_wolfhound_WLF-GRN,Mech,1,1
mechdef_cougar_CGR-A,Mech,1,1
mechdef_cougar_CGR-B,Mech,1,1
mechdef_cougar_CGR-C,Mech,1,1
mechdef_cougar_CGR-D,Mech,1,1
mechdef_cougar_CGR-Prime,Mech,1,1
